Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
242822.2656	0.3498	5.4276	-2.1699	-1.8631	8.9558	3.7270	-0.2990	-0.5495	-0.7744	242822.2656	-0.8705	3.1075	0.0270	0.3458	9.7960	0.0866	-0.2519	-0.6738	-0.4559	242822.2656	0.1026	-0.1568	0.1190	-0.8005	4.2557	-8.6252	-0.3642	-0.0958	0.6035	242822.2656	1.8368	6.8183	-3.5366	-0.1193	9.5263	2.7057	0.1961	-0.7160	0.1686	242822.2656	3509012339.4400	3509012096.6177	0.2350	2.9015	-0.8746	1.9670	9.5930	0.8559	0.2265	-0.6468	0.4042	242822.2656	0.9919	-0.3224	-0.7027	0.2396	5.8641	-7.9392	-0.8220	1.7311	0.5845	242822.2656	-0.3670	8.2034	2.8484	0.1132	9.4822	-1.4861	0.3414	-0.7701	-0.2995	0.0000	0.0000
242832.0312	-0.1220	2.7781	-2.8691	-1.7842	8.9558	3.6510	-0.2876	-0.5320	-0.7701	242832.0312	-0.8705	3.1075	0.0270	0.4254	9.7195	0.2454	-0.2673	-0.6582	-0.4473	242832.0312	0.1026	-0.1568	0.1190	-0.6448	4.0988	-8.6252	-0.3662	-0.0958	0.6322	242832.0312	0.7347	6.1617	-4.0569	-0.1951	9.4499	2.8616	0.2118	-0.6914	0.1546	242832.0312	3509012339.4498	3509012096.6177	0.2350	2.9015	-0.8746	1.5758	9.5946	1.0139	0.2408	-0.6426	0.3937	242832.0312	0.9919	-0.3224	-0.7027	0.0039	6.0197	-7.8580	-0.8120	1.7164	0.5399	242832.0312	-0.3670	8.2034	2.8484	0.0344	9.5594	-1.4091	0.3061	-0.7682	-0.2949	0.0000	0.0000
242841.7969	-0.1220	2.7781	-2.8691	-1.7834	8.8795	3.7269	-0.2838	-0.5223	-0.7722	242841.7969	-0.8705	3.1075	0.0270	0.5050	9.7195	0.2454	-0.2673	-0.6582	-0.4473	242841.7969	-0.4076	0.0028	0.0649	-0.7226	4.2557	-8.6260	-0.3662	-0.0958	0.6322	242841.7969	0.7347	6.1617	-4.0569	-0.1154	9.4499	3.0924	0.2118	-0.6914	0.1546	242841.7969	3509012339.4595	3509012096.6177	1.0457	-1.3707	-0.5651	1.4193	9.6700	0.7761	0.2408	-0.6426	0.3937	242841.7969	0.5897	-0.3930	-0.3443	0.0039	6.0197	-7.8580	-0.8120	1.7164	0.5399	242841.7969	-0.3670	8.2034	2.8484	0.1921	9.5578	-1.5646	0.3377	-0.7452	-0.2926	0.0000	0.0000
242851.5625	-0.1220	2.7781	-2.8691	-1.7030	8.8795	3.8013	-0.2895	-0.5282	-0.7614	242851.5625	-1.6422	2.2382	-0.2606	0.5846	9.7195	0.2454	-0.2712	-0.6875	-0.4323	242851.5625	-0.4076	0.0028	0.0649	-0.8005	4.3341	-8.6260	-0.3501	-0.0583	0.6035	242851.5625	0.7347	6.1617	-4.0569	-0.1920	9.5263	3.1696	0.1843	-0.6831	0.1475	242851.5625	3509012339.4693	3509012096.6177	1.0457	-1.3707	-0.5651	1.2628	9.7493	0.9334	0.2367	-0.6213	0.3705	242851.5625	0.5897	-0.3930	-0.3443	0.0039	5.9427	-7.8565	-0.8260	1.7500	0.5704	242851.5625	1.2227	6.1450	3.6183	0.2709	9.6335	-1.6431	0.3191	-0.7816	-0.2995	0.0000	0.0000
242861.3281	1.8177	4.7839	-3.1596	-1.6240	8.8795	3.7253	-0.2800	-0.5243	-0.7787	242861.3281	-1.6422	2.2382	-0.2606	0.5846	9.7195	0.2454	-0.2500	-0.6641	-0.4581	242861.3281	-0.4076	0.0028	0.0649	-0.7226	4.2549	-8.7028	-0.3682	-0.1104	0.5925	242861.3281	1.5766	0.0770	-3.1001	-0.1912	9.2971	3.2491	0.1882	-0.7387	0.1733	242861.3281	3509012339.4791	3509012096.6177	1.0457	-1.3707	-0.5651	1.1846	9.7485	0.8544	0.2388	-0.6553	0.3958	242861.3281	0.5897	-0.3930	-0.3443	0.0820	5.9411	-7.9376	-0.8280	1.7017	0.5751	242861.3281	1.2227	6.1450	3.6183	0.3513	9.5578	-1.5646	0.3377	-0.7663	-0.2903	0.0000	0.0000
242871.0937	1.8177	4.7839	-3.1596	-1.7030	9.0322	3.7998	-0.2857	-0.5184	-0.7484	242871.0937	-1.6422	2.2382	-0.2606	0.5050	9.7195	0.2454	-0.2673	-0.6719	-0.4452	242871.0937	-0.4076	0.0028	0.0649	-0.7226	4.1765	-8.7020	-0.3682	-0.1104	0.5925	242871.0937	1.5766	0.0770	-3.1001	-0.2686	9.2971	3.2499	0.2098	-0.6914	0.1569	242871.0937	3509012339.4888	3509012096.6177	1.0560	1.3802	-1.0583	1.2628	9.6708	0.8551	0.2510	-0.6447	0.3958	242871.0937	0.2591	-0.1892	-0.6220	0.0023	6.0166	-8.0171	-0.8280	1.7017	0.5751	242871.0937	1.2227	6.1450	3.6183	0.2709	9.7100	-1.6439	0.3173	-0.7490	-0.2972	0.0000	0.0000
242880.8594	1.8177	4.7839	-3.1596	-1.7030	8.9558	3.8006	-0.2914	-0.5398	-0.7744	242880.8594	-1.6422	2.2382	-0.2606	0.6642	9.7983	0.3225	-0.2673	-0.6719	-0.4452	242880.8594	-0.1977	-0.0723	-0.1204	-0.7226	4.2549	-8.7028	-0.3682	-0.0771	0.6454	242880.8594	1.5766	0.0770	-3.1001	-0.1138	9.4499	3.2468	0.2098	-0.6914	0.1569	242880.8594	3509012339.4986	3509012096.6177	1.0560	1.3802	-1.0583	1.4193	9.7454	0.5383	0.2510	-0.6447	0.3958	242880.8594	0.2591	-0.1892	-0.6220	0.0023	6.0166	-8.0171	-0.8240	1.7332	0.5352	242880.8594	0.8269	1.2260	2.0733	0.2709	9.6335	-1.6431	0.3432	-0.7510	-0.2857	0.0000	0.0000
242890.6250	1.8177	4.7839	-3.1596	-1.6218	8.9558	3.9502	-0.3010	-0.5379	-0.7527	242890.6250	-0.6224	0.0192	-0.0264	0.5846	9.7968	0.1652	-0.2673	-0.6777	-0.4366	242890.6250	-0.1977	-0.0723	-0.1204	-0.8005	4.3333	-8.7028	-0.3581	-0.1208	0.6101	242890.6250	-1.3929	1.0350	-0.4707	-0.1131	9.5263	3.3232	0.1961	-0.6914	0.1452	242890.6250	3509012339.5084	3509012096.6177	1.0560	1.3802	-1.0583	1.4976	9.7469	0.6964	0.2429	-0.6213	0.3684	242890.6250	0.2591	-0.1892	-0.6220	0.1608	5.8641	-7.9377	-0.8460	1.7038	0.5657	242890.6250	0.8269	1.2260	2.0733	0.2701	9.7092	-1.7216	0.3321	-0.7375	-0.2903	0.0000	0.0000
242900.3906	1.7737	7.4079	-2.0477	-1.4631	9.1086	3.8718	-0.2933	-0.5476	-0.7766	242900.3906	-0.6224	0.0192	-0.0264	0.7438	9.7968	0.1652	-0.2481	-0.6523	-0.4559	242900.3906	-0.1977	-0.0723	-0.1204	-0.7226	4.2549	-8.7028	-0.3742	-0.0646	0.6167	242900.3906	-1.3929	1.0350	-0.4707	0.0394	9.4499	3.0909	0.1824	-0.7284	0.1733	242900.3906	3509012339.5181	3509012096.6177	1.0560	1.3802	-1.0583	1.6540	9.7477	0.7754	0.2306	-0.6234	0.3874	242900.3906	0.6215	-0.4568	-0.2845	0.0812	5.9395	-8.0172	-0.8180	1.7395	0.5704	242900.3906	0.8269	1.2260	2.0733	0.1109	9.7092	-1.7216	0.3340	-0.7720	-0.2926	0.0000	0.0000
242910.1562	1.7737	7.4079	-2.0477	-1.3834	8.9558	3.8726	-0.2971	-0.5340	-0.7527	242910.1562	-0.6224	0.0192	-0.0264	0.6642	9.7203	0.3240	-0.2731	-0.6680	-0.4516	242910.1562	0.0016	0.0788	-0.1057	-0.7226	4.2557	-8.6260	-0.3742	-0.0646	0.6167	242910.1562	-1.3929	1.0350	-0.4707	0.0394	9.4499	3.0909	0.1824	-0.7284	0.1733	242910.1562	3509012339.5279	3509012096.6177	-0.1516	-1.8784	-1.4432	1.4976	9.7485	0.8544	0.2306	-0.6234	0.3874	242910.1562	0.6215	-0.4568	-0.2845	0.0812	5.8626	-8.0156	-0.8180	1.7395	0.5704	242910.1562	0.8269	1.2260	2.0733	0.1109	9.7092	-1.7216	0.3173	-0.7395	-0.2949	0.0000	0.0000
242919.9219	1.7737	7.4079	-2.0477	-1.3053	9.0322	3.7206	-0.2762	-0.5243	-0.7766	242919.9219	0.1216	-1.3496	1.4779	0.7438	9.7968	0.1652	-0.2731	-0.6680	-0.4516	242919.9219	0.0016	0.0788	-0.1057	-0.6448	4.2549	-8.7036	-0.3803	-0.0875	0.6344	242919.9219	-0.4592	-2.0212	1.8996	0.1934	9.4499	3.0121	0.1784	-0.7325	0.1569	242919.9219	3509012339.5377	3509012096.6177	-0.1516	-1.8784	-1.4432	1.4193	9.5930	0.8559	0.2490	-0.6362	0.3958	242919.9219	0.6215	-0.4568	-0.2845	0.0811	6.0165	-8.0187	-0.8140	1.7563	0.5469	242919.9219	1.7907	-1.9525	-0.4202	0.1101	9.6320	-1.7986	0.3469	-0.7471	-0.2926	0.0000	0.0000
242929.6875	0.1745	6.4573	0.1058	-1.3045	9.1850	3.7943	-0.2838	-0.5243	-0.7484	242929.6875	0.1216	-1.3496	1.4779	0.8234	9.6407	0.1684	-0.2577	-0.6602	-0.4323	242929.6875	0.0016	0.0788	-0.1057	-0.7226	4.3341	-8.6268	-0.3602	-0.1062	0.6167	242929.6875	-0.4592	-2.0212	1.8996	0.0386	9.3735	3.0144	0.2000	-0.6790	0.1475	242929.6875	3509012339.5474	3509012096.6177	-0.1516	-1.8784	-1.4432	1.6540	9.6723	1.0132	0.2510	-0.6000	0.3600	242929.6875	0.6215	-0.4568	-0.2845	-0.0764	5.9396	-8.0140	-0.8300	1.7206	0.5798	242929.6875	1.7907	-1.9525	-0.4202	0.1117	9.6335	-1.6431	0.3228	-0.7414	-0.2903	0.0000	0.0000
242939.4531	0.1745	6.4573	0.1058	-1.2233	9.0322	3.9454	-0.2800	-0.5262	-0.7896	242939.4531	0.1216	-1.3496	1.4779	0.7438	9.7195	0.2454	-0.2538	-0.6543	-0.4516	242939.4531	0.4677	-0.0166	-0.1721	-0.7226	4.3341	-8.6268	-0.3602	-0.1062	0.6167	242939.4531	-0.4592	-2.0212	1.8996	-0.0365	9.3735	3.2468	0.2020	-0.7016	0.1803	242939.4531	3509012339.5572	3509012096.6177	0.3595	-2.4337	-0.6217	1.6540	9.6708	0.8551	0.2367	-0.6085	0.3768	242939.4531	0.7127	-0.5899	-0.5264	0.0032	5.9412	-7.9361	-0.8140	1.7395	0.5751	242939.4531	1.7907	-1.9525	-0.4202	0.1109	9.6327	-1.7209	0.3469	-0.7490	-0.2995	0.0000	0.0000
242949.2187	0.1745	6.4573	0.1058	-1.3053	9.0322	3.7206	-0.2819	-0.5146	-0.7614	242949.2187	-0.8028	-2.6603	2.5798	0.8234	9.7187	0.1668	-0.2538	-0.6543	-0.4516	242949.2187	0.4677	-0.0166	-0.1721	-0.6448	4.2541	-8.7804	-0.3682	-0.0979	0.6123	242949.2187	-0.4592	-2.0212	1.8996	0.0402	9.3735	3.1688	0.2020	-0.7016	0.1803	242949.2187	3509012339.5670	3509012096.6177	0.3595	-2.4337	-0.6217	1.6540	9.6708	0.8551	0.2367	-0.6085	0.3768	242949.2187	0.7127	-0.5899	-0.5264	-0.0757	5.9412	-7.9345	-0.8140	1.7395	0.5751	242949.2187	1.0570	-2.9363	-0.7848	0.0321	9.7100	-1.6439	0.3117	-0.7682	-0.2949	0.0000	0.0000
242958.9844	-0.5089	-1.3450	2.1846	-1.3842	9.1086	3.7958	-0.2914	-0.5359	-0.7787	242958.9844	-0.8028	-2.6603	2.5798	0.7438	9.6431	0.4042	-0.2731	-0.6895	-0.4516	242958.9844	0.4677	-0.0166	-0.1721	-0.7226	4.2557	-8.6260	-0.3783	-0.1042	0.6211	242958.9844	0.5817	-6.0503	1.7969	-0.1154	9.5263	3.0917	0.1980	-0.7263	0.1616	242958.9844	3509012339.5767	3509012096.6177	0.3595	-2.4337	-0.6217	1.7323	9.7469	0.6964	0.2347	-0.6298	0.4021	242958.9844	0.7127	-0.5899	-0.5264	0.0804	5.8610	-8.0952	-0.8100	1.7185	0.5352	242958.9844	1.0570	-2.9363	-0.7848	0.1125	9.6343	-1.5654	0.3377	-0.7510	-0.2903	0.0000	0.0000
242968.7500	-0.5089	-1.3450	2.1846	-1.3045	9.0322	3.7958	-0.2952	-0.5301	-0.7505	242968.7500	-0.8028	-2.6603	2.5798	0.6642	9.7983	0.3225	-0.2577	-0.6562	-0.4366	242968.7500	0.7305	-0.4669	-0.0272	-0.7226	4.3356	-8.4731	-0.3642	-0.0979	0.6101	242968.7500	0.5817	-6.0503	1.7969	-0.1154	9.5263	3.0917	0.2078	-0.6996	0.1405	242968.7500	3509012339.5865	3509012096.6177	0.4784	-3.7798	0.6055	1.8105	9.5930	0.8559	0.2449	-0.6106	0.3705	242968.7500	1.2897	-0.3988	-0.5756	0.0023	6.0935	-8.0187	-0.8280	1.7416	0.5798	242968.7500	1.0570	-2.9363	-0.7848	0.0321	9.5571	-1.6424	0.3135	-0.7529	-0.2995	0.0000	0.0000
242978.5156	-0.5089	-1.3450	2.1846	-1.3045	9.1086	3.7950	-0.2895	-0.5398	-0.7831	242978.5156	0.4061	-4.7533	3.2021	0.4254	9.6431	0.4042	-0.2577	-0.6699	-0.4581	242978.5156	0.7305	-0.4669	-0.0272	-0.7226	4.4110	-8.7812	-0.3642	-0.0979	0.6101	242978.5156	0.5817	-6.0503	1.7969	0.0409	9.5263	3.2445	0.1784	-0.7387	0.1733	242978.5156	3509012339.5963	3509012096.6177	0.4784	-3.7798	0.6055	1.8105	9.6708	0.8551	0.2449	-0.6106	0.3705	242978.5156	1.2897	-0.3988	-0.5756	-0.0757	5.9412	-7.9345	-0.8180	1.7164	0.5728	242978.5156	0.0993	-4.1925	-0.7162	0.0321	9.5571	-1.6424	0.3451	-0.7663	-0.3041	0.0000	0.0000
242988.2812	-1.7923	-4.6614	2.0559	-1.3060	9.1086	3.6447	-0.2933	-0.5553	-0.7549	242988.2812	0.4061	-4.7533	3.2021	0.2662	9.7195	0.2454	-0.2577	-0.6699	-0.4581	242988.2812	0.7305	-0.4669	-0.0272	-0.8783	4.3333	-8.7020	-0.3541	-0.0854	0.6013	242988.2812	1.8062	-3.6769	0.2516	-0.0349	9.5263	3.3997	0.1784	-0.7387	0.1733	242988.2812	3509012339.6060	3509012096.6177	0.4784	-3.7798	0.6055	1.6540	9.5938	0.9349	0.2408	-0.6298	0.3684	242988.2812	1.2897	-0.3988	-0.5756	0.0032	5.9412	-7.9361	-0.8180	1.7164	0.5728	242988.2812	0.0993	-4.1925	-0.7162	0.1928	9.6351	-1.4876	0.3321	-0.7605	-0.2995	0.0000	0.0000
242998.0469	-1.7923	-4.6614	2.0559	-1.3850	9.0322	3.7214	-0.2971	-0.5340	-0.7657	242998.0469	0.4061	-4.7533	3.2021	0.1070	9.7976	0.2439	-0.2654	-0.6797	-0.4473	242998.0469	0.7305	-0.4669	-0.0272	-0.7226	4.2541	-8.7796	-0.3843	-0.1354	0.6167	242998.0469	1.8062	-3.6769	0.2516	0.0401	9.5263	3.1673	0.1980	-0.6934	0.1569	242998.0469	3509012339.6158	3509012096.6177	0.5073	-3.9024	1.9674	1.6540	9.6700	0.7761	0.2388	-0.6255	0.4000	242998.0469	0.9005	-0.5534	-0.4723	0.0040	5.8658	-7.8550	-0.8060	1.7542	0.5399	242998.0469	0.0993	-4.1925	-0.7162	0.1109	9.6327	-1.7209	0.3302	-0.7471	-0.3018	0.0000	0.0000
243007.8125	-1.7923	-4.6614	2.0559	-1.2248	8.9558	3.7958	-0.2876	-0.5262	-0.7592	243007.8125	0.4061	-4.7533	3.2021	0.1866	9.7195	0.2454	-0.2673	-0.6777	-0.4323	243007.8125	-0.1542	-0.1620	-0.2586	-0.7226	4.3325	-8.7804	-0.3843	-0.1354	0.6167	243007.8125	1.8062	-3.6769	0.2516	0.0394	9.5263	3.0901	0.1980	-0.7037	0.1405	243007.8125	3509012339.6256	3509012096.6177	0.5073	-3.9024	1.9674	1.6540	9.6716	0.9341	0.2367	-0.6468	0.3705	243007.8125	0.9005	-0.5534	-0.4723	0.0032	5.8642	-7.9345	-0.8380	1.7290	0.5728	243007.8125	-0.6622	-5.9180	-0.8070	0.1125	9.5578	-1.5646	0.3284	-0.7375	-0.3041	0.0000	0.0000
243017.5781	-1.7923	-4.6614	2.0559	-1.3850	9.1086	3.7206	-0.2781	-0.5379	-0.7874	243017.5781	0.1099	-4.1357	2.1903	0.2662	9.7195	0.2454	-0.2615	-0.6543	-0.4452	243017.5781	-0.1542	-0.1620	-0.2586	-0.8783	4.4110	-8.7796	-0.3561	-0.0688	0.6256	243017.5781	-0.1990	-5.5090	-0.1500	-0.1169	9.3735	2.9388	0.1980	-0.7037	0.1405	243017.5781	3509012339.6353	3509012096.6177	0.5073	-3.9024	1.9674	1.4193	9.6723	1.0132	0.2367	-0.6468	0.3705	243017.5781	0.9005	-0.5534	-0.4723	0.0024	5.9396	-8.0156	-0.8080	1.7290	0.5587	243017.5781	-0.6622	-5.9180	-0.8070	0.0321	9.7100	-1.6439	0.3525	-0.7701	-0.3018	0.0000	0.0000
243027.3437	-1.6425	-1.9320	0.4811	-1.3842	8.8795	3.7981	-0.2838	-0.5282	-0.7549	243027.3437	0.1099	-4.1357	2.1903	0.2662	9.7187	0.1668	-0.2615	-0.6543	-0.4452	243027.3437	-0.1542	-0.1620	-0.2586	-0.7226	4.4117	-8.7044	-0.3783	-0.0688	0.6057	243027.3437	-0.1990	-5.5090	-0.1500	-0.1162	9.4499	3.0152	0.2000	-0.7099	0.1710	243027.3437	3509012339.6451	3509012096.6177	0.5073	-3.9024	1.9674	1.3411	9.7485	0.8544	0.2367	-0.5957	0.3705	243027.3437	0.9005	-0.5534	-0.4723	0.0039	6.0967	-7.8596	-0.8080	1.7290	0.5587	243027.3437	-0.6622	-5.9180	-0.8070	0.0336	9.7115	-1.4884	0.3265	-0.7739	-0.2949	0.0000	0.0000
243037.1094	-1.6425	-1.9320	0.4811	-1.5451	8.8795	3.6493	-0.2819	-0.5417	-0.7766	243037.1094	0.1099	-4.1357	2.1903	0.1866	9.7187	0.1668	-0.2769	-0.6992	-0.4473	243037.1094	-1.1520	0.5320	0.0472	-0.7226	4.2549	-8.7028	-0.3722	-0.0750	0.6256	243037.1094	-0.1990	-5.5090	-0.1500	-0.1928	9.4499	3.0932	0.2118	-0.6914	0.1639	243037.1094	3509012339.6548	3509012096.6177	1.4277	-0.9619	2.5941	1.3411	9.5922	0.7769	0.2347	-0.6426	0.4063	243037.1094	0.0134	-0.6015	-0.2198	-0.0749	6.0198	-7.8565	-0.8220	1.7542	0.5493	243037.1094	-0.6622	-5.9180	-0.8070	0.1132	9.7115	-1.4884	0.3321	-0.7663	-0.3018	0.0000	0.0000
243046.8750	-1.6425	-1.9320	0.4811	-1.7030	8.8795	3.8013	-0.3010	-0.5204	-0.7462	243046.8750	-0.0792	-4.7326	1.3444	0.2662	9.7976	0.2439	-0.2577	-0.6387	-0.4301	243046.8750	-1.1520	0.5320	0.0472	-0.7226	4.3341	-8.6268	-0.3722	-0.0750	0.6256	243046.8750	0.5510	-8.2502	-0.6955	-0.3475	9.4499	3.0947	0.2020	-0.6790	0.1499	243046.8750	3509012339.6646	3509012096.6177	1.4277	-0.9619	2.5941	1.4193	9.5930	0.8559	0.2347	-0.6426	0.4063	243046.8750	0.0134	-0.6015	-0.2198	0.0039	6.0967	-7.8596	-0.8260	1.7143	0.5822	243046.8750	0.1787	-7.2348	-0.3860	-0.1256	9.7115	-1.4884	0.3265	-0.7490	-0.2926	0.0000	0.0000
243056.6406	-1.8298	-9.1716	1.6643	-1.7819	8.9558	3.8766	-0.2971	-0.5282	-0.7766	243056.6406	-0.0792	-4.7326	1.3444	0.2662	9.7195	0.2454	-0.2692	-0.6738	-0.4559	243056.6406	-1.1520	0.5320	0.0472	-0.7226	4.2533	-8.8564	-0.3763	-0.0729	0.6366	243056.6406	0.5510	-8.2502	-0.6955	-0.3468	9.4499	3.1719	0.2020	-0.6790	0.1499	243056.6406	3509012339.6744	3509012096.6177	1.4277	-0.9619	2.5941	1.1846	9.5906	0.6189	0.2347	-0.6319	0.3768	243056.6406	0.0134	-0.6015	-0.2198	0.0031	6.0181	-7.9376	-0.8120	1.7311	0.5657	243056.6406	0.1787	-7.2348	-0.3860	-0.2856	9.7107	-1.5661	0.3247	-0.7874	-0.3065	0.0000	0.0000
243066.4062	-1.8298	-9.1716	1.6643	-1.7819	8.7267	3.8788	-0.2914	-0.5184	-0.7484	243066.4062	-0.0792	-4.7326	1.3444	0.3458	9.7983	0.3225	-0.2692	-0.6738	-0.4559	243066.4062	-0.6105	0.4285	-0.4153	-0.7226	4.2549	-8.7028	-0.3682	-0.0729	0.6123	243066.4062	0.5510	-8.2502	-0.6955	-0.5797	9.3735	3.0978	0.1941	-0.7305	0.1663	243066.4062	3509012339.6841	3509012096.6177	1.2571	-0.4711	2.2927	1.4193	9.5914	0.6979	0.2388	-0.6255	0.3705	243066.4062	-0.9698	0.0603	-0.2119	0.1608	5.9411	-7.9392	-0.8120	1.7311	0.5657	243066.4062	0.1787	-7.2348	-0.3860	-0.2864	9.8629	-1.6454	0.3173	-0.7854	-0.2995	0.0000	0.0000
243076.1719	-1.8298	-9.1716	1.6643	-1.7015	8.8795	3.9517	-0.2952	-0.5262	-0.7614	243076.1719	-0.2154	-4.5231	0.3690	0.2662	9.7195	0.2454	-0.2654	-0.6777	-0.4473	243076.1719	-0.6105	0.4285	-0.4153	-0.8005	4.3341	-8.6260	-0.3682	-0.0729	0.6123	243076.1719	0.5510	-8.2502	-0.6955	-0.3498	9.3735	2.8639	0.2118	-0.6955	0.1569	243076.1719	3509012339.6939	3509012096.6177	1.2571	-0.4711	2.2927	1.1846	9.5914	0.6979	0.2347	-0.6426	0.3958	243076.1719	-0.9698	0.0603	-0.2119	0.0827	6.0197	-7.8596	-0.8180	1.7122	0.5423	243076.1719	-2.1657	-6.5234	-0.5650	-0.2060	9.6343	-1.5654	0.3173	-0.7778	-0.3088	0.0000	0.0000
243085.9375	-2.1867	-0.9907	3.6069	-1.8616	8.9558	3.8774	-0.2819	-0.5340	-0.7614	243085.9375	-0.2154	-4.5231	0.3690	0.1866	9.7195	0.2454	-0.2673	-0.7070	-0.4280	243085.9375	-0.6105	0.4285	-0.4153	-0.8005	4.2557	-8.6252	-0.3803	-0.0750	0.6233	243085.9375	0.3214	-2.1910	-1.5214	-0.5031	9.4499	3.0191	0.2137	-0.6770	0.1429	243085.9375	3509012339.7037	3509012096.6177	1.2571	-0.4711	2.2927	1.0281	9.6708	0.8551	0.2347	-0.6426	0.3958	243085.9375	-0.9698	0.0603	-0.2119	0.0827	5.9427	-7.8581	-0.8260	1.7374	0.5892	243085.9375	-2.1657	-6.5234	-0.5650	0.0313	9.7856	-1.7224	0.3191	-0.7625	-0.2972	0.0000	0.0000
243095.7031	-2.1867	-0.9907	3.6069	-1.7037	8.8795	3.7261	-0.2857	-0.5398	-0.7831	243095.7031	-0.2154	-4.5231	0.3690	0.1866	9.6415	0.2470	-0.2596	-0.7012	-0.4516	243095.7031	-0.6105	0.4285	-0.4153	-0.7226	4.3341	-8.6268	-0.3823	-0.0937	0.6366	243095.7031	0.3214	-2.1910	-1.5214	-0.4234	9.5263	3.2491	0.2137	-0.6770	0.1429	243095.7031	3509012339.7134	3509012096.6177	2.7799	1.4241	0.6728	0.8716	9.5922	0.7769	0.2429	-0.6489	0.3916	243095.7031	-1.0790	0.0190	-0.2082	0.1607	6.0181	-7.9407	-0.8160	1.7248	0.5587	243095.7031	-2.1657	-6.5234	-0.5650	-0.1264	9.6343	-1.5654	0.3191	-0.7854	-0.3111	0.0000	0.0000
