Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
246767.5781	22.7048	43.6514	84.4532	0.9971	6.6647	2.8188	-0.3257	-0.5165	-0.7809	246767.5781	-23.2625	46.4371	-15.7813	-0.6095	9.7148	-0.2262	-0.1750	-0.7930	-0.4860	246767.5781	2.5899	8.7031	-0.8663	-1.5012	4.3349	-8.5421	-0.5332	-0.1812	0.8238	246767.5781	-18.0162	80.5773	120.3821	-1.7602	7.0060	1.1261	0.4157	-0.3765	0.3981	246767.5781	3509012343.3853	3509012096.6177	-12.2369	33.5168	118.6841	5.8790	-0.4242	2.2993	-0.3959	-0.6106	0.3432	246767.5781	-178.7355	-1.7753	25.6202	-1.5963	-0.6477	-2.3594	-0.9700	1.2101	0.3756	246767.5781	-24.5956	-21.0232	10.7732	-1.5629	7.6425	-1.9343	0.4119	-0.7816	-0.0760	0.0000	0.0000
246777.3437	6.8188	117.5906	68.0371	1.2256	7.1993	1.7583	-0.3067	-0.5223	-0.7983	246777.3437	-23.2625	46.4371	-15.7813	-0.0522	9.6376	-0.1461	-0.1635	-0.7715	-0.4946	246777.3437	0.1428	12.4271	-3.3286	-1.5791	4.1781	-8.5398	-0.5453	-0.1875	0.8326	246777.3437	-18.0162	80.5773	120.3821	-1.7594	7.0060	1.2033	0.4039	-0.3704	0.4215	246777.3437	3509012343.3951	3509012096.6177	-12.2369	33.5168	118.6841	5.7225	-0.4273	1.9833	-0.3898	-0.6255	0.3495	246777.3437	-178.7355	-1.7753	25.6202	-1.7500	-0.1008	-1.9692	-0.9700	1.2101	0.3756	246777.3437	-24.5956	-21.0232	10.7732	-1.3249	8.3299	-2.0189	0.4323	-0.7337	-0.0599	0.0000	0.0000
246787.1094	6.8188	117.5906	68.0371	1.4623	7.5048	1.5273	-0.2876	-0.5243	-0.7896	246787.1094	-23.2625	46.4371	-15.7813	-0.0522	9.6376	-0.1461	-0.1635	-0.7715	-0.4946	246787.1094	0.1428	12.4271	-3.3286	-1.5012	3.8644	-8.5374	-0.5453	-0.1875	0.8326	246787.1094	-18.0162	80.5773	120.3821	-1.7656	6.6241	0.5895	0.4039	-0.3704	0.4215	246787.1094	3509012343.4048	3509012096.6177	-12.2369	33.5168	118.6841	5.4878	-0.9740	1.7517	-0.3592	-0.6277	0.3389	246787.1094	-178.7355	-1.7753	25.6202	-2.2213	0.4415	-1.8114	-0.9580	1.2710	0.3967	246787.1094	-24.5956	-21.0232	10.7732	-1.0073	8.7878	-2.1012	0.4249	-0.7241	-0.0622	0.0000	0.0000
246796.8750	6.8188	117.5906	68.0371	1.2285	7.8103	2.0530	-0.2686	-0.5262	-0.8069	246796.8750	-23.2625	46.4371	-15.7813	1.9378	9.5556	-0.5375	-0.1615	-0.7715	-0.4882	246796.8750	0.1428	12.4271	-3.3286	-1.1898	3.7037	-8.9231	-0.5553	-0.1917	0.8326	246796.8750	-21.7817	81.0733	97.2802	-1.3810	6.3186	0.3571	0.4118	-0.3951	0.4192	246796.8750	3509012343.4146	3509012096.6177	-12.2369	33.5168	118.6841	5.4878	-1.5937	1.9949	-0.3592	-0.6277	0.3389	246796.8750	-206.1057	-51.1354	40.2783	-2.6114	0.7576	-1.4119	-0.9320	1.2563	0.4108	246796.8750	-17.9221	-16.2404	13.3855	-1.0877	8.9400	-2.1805	0.4323	-0.7433	-0.0760	0.0000	0.0000
246806.6406	-3.3727	94.7100	68.9761	0.6864	7.9630	3.6362	-0.2533	-0.5592	-0.7874	246806.6406	-28.2562	70.6850	0.4673	3.2114	9.8756	0.2423	-0.1500	-0.7969	-0.4753	246806.6406	9.2194	20.8376	-7.3796	-1.1119	3.7052	-8.7702	-0.5412	-0.1750	0.8282	246806.6406	-21.7817	81.0733	97.2802	-1.4614	6.0131	0.0522	0.4157	-0.3230	0.4286	246806.6406	3509012343.4244	3509012096.6177	-23.2143	-1.0975	162.1884	5.4878	-2.4498	1.9245	-0.3531	-0.6362	0.3453	246806.6406	-206.1057	-51.1354	40.2783	-2.2160	1.6844	-1.2792	-0.9360	1.2878	0.4390	246806.6406	-17.9221	-16.2404	13.3855	-0.9278	9.3230	-2.1066	0.4360	-0.7548	-0.0622	0.0000	0.0000
246816.4062	-3.3727	94.7100	68.9761	0.1367	8.9558	4.4590	-0.2438	-0.5728	-0.8178	246816.4062	-28.2562	70.6850	0.4673	2.4154	10.1917	0.6291	-0.1346	-0.7734	-0.4882	246816.4062	9.2194	20.8376	-7.3796	-0.7226	3.9412	-8.6997	-0.5412	-0.1750	0.8282	246816.4062	-21.7817	81.0733	97.2802	-1.3089	5.6313	-0.1771	0.4157	-0.3230	0.4286	246816.4062	3509012343.4341	3509012096.6177	-23.2143	-1.0975	162.1884	5.5660	-3.0710	2.0097	-0.3347	-0.6532	0.3516	246816.4062	-206.1057	-51.1354	40.2783	-1.8077	1.7129	0.1449	-0.9360	1.2878	0.4390	246816.4062	-17.9221	-16.2404	13.3855	-0.8521	9.7014	-2.4992	0.4137	-0.7759	-0.0645	0.0000	0.0000
246826.1719	-3.3727	94.7100	68.9761	0.3781	9.1850	4.6799	-0.2362	-0.5573	-0.7961	246826.1719	-28.2562	70.6850	0.4673	1.3010	10.2776	1.4136	-0.1346	-0.7734	-0.4882	246826.1719	9.2194	20.8376	-7.3796	-1.0341	3.7813	-9.0023	-0.5654	-0.2021	0.8304	246826.1719	-18.5060	79.1433	60.5009	-0.9993	5.0967	-0.1749	0.4137	-0.3436	0.4567	246826.1719	3509012343.4439	3509012096.6177	-23.2143	-1.0975	162.1884	4.9401	-2.9956	1.7719	-0.3000	-0.6702	0.3389	246826.1719	-234.1552	-93.2548	85.3426	-1.8077	1.7129	0.1449	-0.9020	1.3445	0.4601	246826.1719	-10.6271	-7.6737	9.6992	-0.9317	9.8543	-2.5007	0.4100	-0.7433	-0.0668	0.0000	0.0000
246835.9375	-3.3727	94.7100	68.9761	-0.3377	9.4905	4.8344	-0.2362	-0.5709	-0.8178	246835.9375	-20.5438	40.4681	12.2110	2.0970	10.0411	1.1825	-0.1500	-0.8066	-0.4903	246835.9375	9.2194	20.8376	-7.3796	-0.8783	3.8612	-8.8510	-0.5795	-0.1958	0.8304	246835.9375	-18.5060	79.1433	60.5009	-1.3089	5.1730	-0.1725	0.3922	-0.3498	0.4543	246835.9375	3509012343.4537	3509012096.6177	-10.7561	-17.5602	192.1050	5.4878	-2.4498	1.9245	-0.3000	-0.6702	0.3389	246835.9375	-234.1552	-93.2548	85.3426	0.0215	1.8226	1.7778	-0.8720	1.3403	0.4695	246835.9375	-10.6271	-7.6737	9.6992	-0.8529	10.0065	-2.5800	0.4323	-0.7510	-0.0622	0.0000	0.0000
246845.7031	-24.1898	-44.6185	62.8188	-0.5729	8.4212	5.2235	-0.2305	-0.5767	-0.8026	246845.7031	-20.5438	40.4681	12.2110	0.9030	10.2783	1.4922	-0.1308	-0.7891	-0.4817	246845.7031	23.3817	20.8159	-8.0080	-0.6448	4.1741	-8.9333	-0.5694	-0.1875	0.8150	246845.7031	-18.5060	79.1433	60.5009	-1.6153	4.8675	0.1424	0.4039	-0.3313	0.4567	246845.7031	3509012343.4634	3509012096.6177	-10.7561	-17.5602	192.1050	6.5049	-2.6894	1.2948	-0.2714	-0.6936	0.3389	246845.7031	-234.1552	-93.2548	85.3426	2.9456	3.1476	2.5684	-0.8540	1.4223	0.4953	246845.7031	-10.6271	-7.6737	9.6992	-0.6906	10.3154	-2.2720	0.4286	-0.7586	-0.0645	0.0000	0.0000
246855.4687	-24.1898	-44.6185	62.8188	-0.5714	8.2685	5.3754	-0.2229	-0.5553	-0.8113	246855.4687	-20.5438	40.4681	12.2110	-0.6891	10.6740	2.0347	-0.1308	-0.7891	-0.4817	246855.4687	23.3817	20.8159	-8.0080	-1.0341	3.8636	-8.6189	-0.5694	-0.1875	0.8150	246855.4687	11.8782	32.4338	6.9976	-1.7615	4.4093	0.9976	0.4039	-0.3313	0.4567	246855.4687	3509012343.4732	3509012096.6177	-10.7561	-17.5602	192.1050	7.2873	-2.2911	2.2390	-0.2490	-0.7298	0.3537	246855.4687	-217.6815	-138.4997	68.9072	2.0744	5.2186	2.1464	-0.8540	1.4223	0.4953	246855.4687	-0.6577	-13.1679	2.6782	-0.9256	10.7780	-1.8879	0.4137	-0.7490	-0.0553	0.0000	0.0000
246865.2344	-24.1898	-44.6185	62.8188	-0.0219	8.6504	4.5389	-0.2057	-0.5845	-0.7939	246865.2344	-6.2325	18.9145	11.4302	-1.1667	10.9720	0.6135	-0.1231	-0.7988	-0.4817	246865.2344	23.3817	20.8159	-8.0080	-0.8783	3.9397	-8.8517	-0.5835	-0.2292	0.8172	246865.2344	11.8782	32.4338	6.9976	-1.8380	3.7983	1.0817	0.4059	-0.3189	0.4778	246865.2344	3509012343.4830	3509012096.6177	9.2318	-51.9187	185.7115	7.3655	-0.6440	3.6447	-0.2490	-0.7298	0.3537	246865.2344	-217.6815	-138.4997	68.9072	1.2858	8.0674	2.1052	-0.8240	1.4349	0.5117	246865.2344	-0.6577	-13.1679	2.6782	-0.8468	10.8537	-1.9664	0.4323	-0.7375	-0.0622	0.0000	0.0000
246875.0000	-19.5850	100.7942	48.6032	0.9322	9.1086	4.2991	-0.1924	-0.5864	-0.7983	246875.0000	-6.2325	18.9145	11.4302	-0.7687	11.5198	0.7598	-0.1231	-0.8164	-0.4796	246875.0000	38.9368	23.9952	-10.6405	-3.1363	1.7394	-9.2681	-0.5875	-0.2396	0.8128	246875.0000	11.8782	32.4338	6.9976	-1.6097	3.2637	0.6988	0.3882	-0.3498	0.4614	246875.0000	3509012343.4927	3509012096.6177	9.2318	-51.9187	185.7115	6.7396	0.8263	2.9189	-0.1898	-0.7170	0.3516	246875.0000	-217.6815	-138.4997	68.9072	2.1651	9.5552	3.3315	-0.7720	1.4958	0.5188	246875.0000	-0.6577	-13.1679	2.6782	-1.0052	10.9309	-1.8894	0.4360	-0.7548	-0.0714	0.0000	0.0000
246884.7656	-19.5850	100.7942	48.6032	1.4103	9.1850	4.2936	-0.1676	-0.5845	-0.8004	246884.7656	-6.2325	18.9145	11.4302	0.8234	12.1370	0.0398	-0.1192	-0.7754	-0.4753	246884.7656	38.9368	23.9952	-10.6405	-1.1898	3.1516	-9.2249	-0.5875	-0.2396	0.8128	246884.7656	11.8782	32.4338	6.9976	-1.5346	2.9582	0.4695	0.3824	-0.3457	0.4660	246884.7656	3509012343.5025	3509012096.6177	9.2318	-51.9187	185.7115	7.1308	2.0672	2.5904	-0.1551	-0.7213	0.3347	246884.7656	-173.0141	-121.3897	56.1714	2.3376	10.4322	4.8230	-0.7680	1.4937	0.5376	246884.7656	4.9894	-14.8176	1.5280	-1.1652	11.2360	-1.9702	0.4249	-0.7414	-0.0599	0.0000	0.0000
246894.5312	-19.5850	100.7942	48.6032	1.8892	8.9558	4.3663	-0.1619	-0.5825	-0.7939	246894.5312	-2.8564	4.4623	11.1542	2.2562	13.3792	-0.6140	-0.1192	-0.7754	-0.4753	246894.5312	38.9368	23.9952	-10.6405	-1.0341	3.9343	-9.3879	-0.5835	-0.2458	0.7907	246894.5312	40.3031	-29.8294	-44.2547	-1.4471	2.5000	1.4768	0.3824	-0.3457	0.4660	246894.5312	3509012343.5123	3509012096.6177	11.0506	-52.7011	135.9870	7.6002	2.7718	3.0575	-0.1286	-0.7532	0.3558	246894.5312	-173.0141	-121.3897	56.1714	1.7141	11.9095	5.5223	-0.7680	1.4937	0.5376	246894.5312	4.9894	-14.8176	1.5280	-1.5617	11.6198	-1.8185	0.4156	-0.7490	-0.0691	0.0000	0.0000
246904.2969	-40.4950	51.3868	29.0381	1.5720	8.6504	4.5229	-0.1486	-0.5883	-0.7852	246904.2969	-2.8564	4.4623	11.1542	1.0622	13.8490	-0.4662	-0.1288	-0.8027	-0.4839	246904.2969	96.4337	27.0288	-24.6563	-1.2676	3.4646	-9.3041	-0.5835	-0.2521	0.7797	246904.2969	40.3031	-29.8294	-44.2547	-2.8261	2.5000	2.8802	0.3922	-0.3704	0.4520	246904.2969	3509012343.5220	3509012096.6177	11.0506	-52.7011	135.9870	6.9743	2.7647	2.3464	-0.1286	-0.7532	0.3558	246904.2969	-173.0141	-121.3897	56.1714	1.8812	12.3134	6.4661	-0.7300	1.5273	0.5469	246904.2969	4.9894	-14.8176	1.5280	-2.0363	12.2346	-1.5136	0.4323	-0.7241	-0.0714	0.0000	0.0000
246914.0625	-40.4950	51.3868	29.0381	0.6111	9.3377	4.0744	-0.1505	-0.5981	-0.7787	246914.0625	-2.8564	4.4623	11.1542	0.1070	13.6906	-0.6989	-0.1077	-0.8184	-0.4839	246914.0625	96.4337	27.0288	-24.6563	-1.4234	3.3085	-9.2241	-0.6056	-0.2833	0.7709	246914.0625	40.3031	-29.8294	-44.2547	-3.9861	3.4165	2.9599	0.3980	-0.3477	0.4192	246914.0625	3509012343.5318	3509012096.6177	11.0506	-52.7011	135.9870	6.5831	1.9744	1.0901	-0.1184	-0.7468	0.3453	246914.0625	-173.0141	-121.3897	56.1714	2.3019	9.9023	9.1328	-0.7160	1.5294	0.5376	246914.0625	4.9894	-14.8176	1.5280	-2.3540	12.6941	-1.4404	0.4249	-0.7529	-0.0806	0.0000	0.0000
246923.8281	-40.4950	51.3868	29.0381	-0.8994	10.2542	4.4564	-0.1543	-0.5942	-0.7852	246923.8281	-2.8564	4.4623	11.1542	-0.0522	13.4667	0.3277	-0.1154	-0.8203	-0.4667	246923.8281	96.4337	27.0288	-24.6563	-1.3455	4.0174	-8.9247	-0.6056	-0.2833	0.7709	246923.8281	35.6804	-161.3989	-80.4830	-4.6192	4.5621	1.5651	0.3980	-0.3477	0.4192	246923.8281	3509012343.5416	3509012096.6177	8.9957	-17.2686	87.4364	6.9743	-0.0607	-0.2327	-0.0673	-0.7298	0.3411	246923.8281	-42.5623	-68.4626	85.8984	2.4736	7.2348	10.5359	-0.7000	1.5483	0.5469	246923.8281	20.4137	-3.0422	-6.0901	-2.5132	13.1528	-1.4450	0.4156	-0.7529	-0.0783	0.0000	0.0000
246933.5937	-20.7992	-81.6116	41.3578	-1.6903	10.5597	5.0629	-0.1467	-0.5592	-0.7809	246933.5937	-0.9274	-3.2041	16.0181	-0.2114	13.6149	-0.4615	-0.1154	-0.8203	-0.4667	246933.5937	96.4337	27.0288	-24.6563	0.0560	4.0933	-9.1699	-0.5976	-0.2854	0.7511	246933.5937	35.6804	-161.3989	-80.4830	-2.7744	4.9439	0.3076	0.4059	-0.3663	0.3911	246933.5937	3509012343.5513	3509012096.6177	8.9957	-17.2686	87.4364	7.1308	-1.2207	0.4110	-0.0673	-0.7298	0.3411	246933.5937	-42.5623	-68.4626	85.8984	2.8698	4.2354	10.7472	-0.7000	1.5483	0.5469	246933.5937	20.4137	-3.0422	-6.0901	-2.9097	13.2308	-1.2903	0.4137	-0.7337	-0.0853	0.0000	0.0000
246943.3594	-20.7992	-81.6116	41.3578	-1.5227	11.0179	5.8839	-0.1429	-0.5631	-0.7766	246943.3594	-0.9274	-3.2041	16.0181	0.1070	13.8427	-1.0950	-0.1192	-0.8125	-0.4817	246943.3594	158.3264	33.9414	-40.8060	-0.0219	3.8604	-8.9363	-0.6076	-0.2896	0.7291	246943.3594	35.6804	-161.3989	-80.4830	-2.0866	5.8604	-0.5576	0.4157	-0.4177	0.3841	246943.3594	3509012343.5611	3509012096.6177	8.9957	-17.2686	87.4364	20.2751	-12.4831	9.5310	-0.0633	-0.7362	0.3453	246943.3594	-42.5623	-68.4626	85.8984	-40.5927	38.5755	-32.0554	-0.6900	1.5336	0.5329	246943.3594	20.4137	-3.0422	-6.0901	-3.2297	13.6115	-1.4496	0.4249	-0.7605	-0.0853	0.0000	0.0000
246953.1250	-20.7992	-81.6116	41.3578	-1.3649	11.3234	5.7289	-0.1467	-0.5689	-0.7766	246953.1250	-0.9274	-3.2041	16.0181	1.6194	13.7694	-0.6218	-0.0981	-0.8066	-0.4817	246953.1250	158.3264	33.9414	-40.8060	0.0560	4.5685	-8.7137	-0.6076	-0.2896	0.7291	246953.1250	36.9049	-174.8983	-114.0045	-5.0920	5.0967	0.7153	0.4098	-0.4588	0.3489	246953.1250	3509012343.5709	3509012096.6177	8.9957	-17.2686	87.4364	33.1846	27.8253	19.9526	-0.0531	-0.7340	0.3389	246953.1250	-380.4018	-165.7102	-259.6281	40.4329	39.8421	38.9753	-0.7920	1.5231	0.5094	246953.1250	32.7953	18.6772	-10.7072	-3.3904	13.6100	-1.6051	0.4249	-0.7241	-0.0829	0.0000	0.0000
246962.8906	-20.7992	-81.6116	41.3578	-0.8951	12.0871	4.8893	-0.1429	-0.5728	-0.7874	246962.8906	-1.9539	19.0110	19.5480	2.1766	13.3745	-1.0857	-0.0942	-0.7871	-0.4624	246962.8906	158.3264	33.9414	-40.8060	-1.2676	5.0369	-8.9357	-0.6419	-0.3354	0.7159	246962.8906	36.9049	-174.8983	-114.0045	-15.7337	9.4499	-3.2363	0.4098	-0.4588	0.3489	246962.8906	3509012343.5806	3509012096.6177	275.7472	124.7223	-4.1288	15.1112	39.5040	-1.9716	-0.0673	-0.7766	0.2758	246962.8906	-380.4018	-165.7102	-259.6281	-35.7821	4.0744	-39.6606	-0.7860	1.6218	0.5329	246962.8906	32.7953	18.6772	-10.7072	-4.6109	13.4306	-4.2473	0.4156	-0.7356	-0.0760	0.0000	0.0000
246972.6562	-8.6055	17.4380	34.6638	-0.5019	12.8508	4.3512	-0.1448	-0.5670	-0.7679	246972.6562	-1.9539	19.0110	19.5480	4.3259	13.5549	1.3481	-0.0942	-0.7871	-0.4624	246972.6562	204.3352	16.7001	-52.2032	-1.1119	4.5625	-9.3166	-0.6318	-0.3604	0.6938	246972.6562	36.9049	-174.8983	-114.0045	-21.2062	8.7625	6.7071	0.4235	-0.4095	0.3115	246972.6562	3509012343.5904	3509012096.6177	275.7472	124.7223	-4.1288	-18.3753	34.5503	-15.1961	-0.0673	-0.7766	0.2758	246972.6562	-380.4018	-165.7102	-259.6281	39.7928	0.8279	-17.1470	-0.7860	1.6218	0.5329	246972.6562	32.7953	18.6772	-10.7072	-4.5538	13.1787	-6.5000	0.4137	-0.7222	-0.0760	0.0000	0.0000
246982.4219	-8.6055	17.4380	34.6638	-0.2644	13.2327	4.1946	-0.1371	-0.5728	-0.7766	246982.4219	-1.9539	19.0110	19.5480	7.7488	14.0161	0.6312	-0.0904	-0.8145	-0.4774	246982.4219	204.3352	16.7001	-52.2032	1.1460	4.4092	-8.9535	-0.6419	-0.3875	0.6520	246982.4219	72.0496	-42.6129	-99.1639	-22.5046	21.8986	16.1617	0.4235	-0.4897	0.2576	246982.4219	3509012343.6002	3509012096.6177	275.7472	124.7223	-4.1288	-7.2653	14.8251	-4.7273	-0.0673	-0.7362	0.3137	246982.4219	83.4730	8.7990	28.2718	-9.9173	-13.0570	1.0005	-0.7900	1.6029	0.5282	246982.4219	9.2363	9.9440	0.2973	-2.6356	13.4923	-5.7254	0.4341	-0.7165	-0.0806	0.0000	0.0000
246992.1875	-8.6055	17.4380	34.6638	-0.7440	12.9272	4.0521	-0.1390	-0.5825	-0.7636	246992.1875	-15.1272	4.6585	34.4630	8.5448	13.7678	-0.7790	-0.0750	-0.7949	-0.4731	246992.1875	204.3352	16.7001	-52.2032	2.4696	4.8866	-8.2800	-0.6419	-0.3875	0.6520	246992.1875	72.0496	-42.6129	-99.1639	-15.6977	26.1754	8.0991	0.4196	-0.4877	0.2623	246992.1875	3509012343.6099	3509012096.6177	-104.0720	-86.6561	-43.0323	3.1406	3.5794	6.0519	-0.0653	-0.7404	0.3326	246992.1875	83.4730	8.7990	28.2718	-0.4511	4.4382	-6.0661	-0.7600	1.6345	0.5258	246992.1875	9.2363	9.9440	0.2973	0.1723	13.2083	-3.5452	0.4174	-0.7184	-0.0783	0.0000	0.0000
247001.9531	-15.2382	-17.0001	27.5530	-1.3011	12.7745	4.1344	-0.1371	-0.5748	-0.7766	247001.9531	-15.1272	4.6585	34.4630	6.8731	13.6976	0.0086	-0.0750	-0.7949	-0.4731	247001.9531	261.2649	23.8381	-57.2017	1.1460	6.0584	-8.7395	-0.6901	-0.4437	0.6189	247001.9531	72.0496	-42.6129	-99.1639	-5.2670	21.7458	-1.3023	0.4196	-0.4877	0.2623	247001.9531	3509012343.6197	3509012096.6177	-104.0720	-86.6561	-43.0323	9.0868	-6.0340	8.9924	-0.0653	-0.7404	0.3326	247001.9531	83.4730	8.7990	28.2718	-10.0661	10.6779	-5.9986	-0.7600	1.5840	0.5329	247001.9531	9.2363	9.9440	0.2973	1.0620	12.1519	-2.1349	0.4286	-0.7203	-0.0760	0.0000	0.0000
247011.7187	-15.2382	-17.0001	27.5530	-1.8605	13.0800	3.9865	-0.1467	-0.5864	-0.7592	247011.7187	-15.1272	4.6585	34.4630	5.2015	13.8498	-0.3876	-0.0808	-0.7949	-0.4581	247011.7187	261.2649	23.8381	-57.2017	1.1460	6.0584	-8.7395	-0.7002	-0.4625	0.5859	247011.7187	72.0496	-42.6129	-99.1639	1.7577	14.1086	-3.0718	0.3843	-0.4774	0.2810	247011.7187	3509012343.6295	3509012096.6177	-104.0720	-86.6561	-43.0323	3.6883	-16.9760	3.4920	-0.0816	-0.7149	0.3411	247011.7187	83.4730	8.7990	28.2718	0.3593	12.3381	-3.8522	-0.7920	1.5840	0.5329	247011.7187	-6.2292	25.5487	-22.0724	0.9023	9.5516	-2.1866	0.4100	-0.7318	-0.0806	0.0000	0.0000
247021.4844	-15.2382	-17.0001	27.5530	-2.4935	12.8508	4.4464	-0.1295	-0.5767	-0.7722	247021.4844	-17.8598	39.1678	53.8420	4.0871	13.3863	0.0935	-0.0577	-0.8281	-0.4645	247021.4844	261.2649	23.8381	-57.2017	0.6010	7.9291	-9.9052	-0.7002	-0.4625	0.5859	247021.4844	26.1595	-78.0426	-108.4388	2.5539	5.7076	-0.8341	0.3961	-0.4856	0.2881	247021.4844	3509012343.6392	3509012096.6177	23.9205	39.1311	-4.7243	7.6785	-0.6693	1.1166	-0.0918	-0.7106	0.3474	247021.4844	-14.9324	5.2114	-12.0459	2.3094	8.3697	-5.8815	-0.7660	1.6261	0.5258	247021.4844	-6.2292	25.5487	-22.0724	-0.4664	8.3892	-3.7303	0.4137	-0.7433	-0.0737	0.0000	0.0000
247031.2500	-19.5325	4.3837	6.2404	-2.1679	12.3162	5.1253	-0.1276	-0.5864	-0.7592	247031.2500	-17.8598	39.1678	53.8420	3.9279	11.5190	0.6812	-0.0442	-0.8340	-0.4538	247031.2500	279.7090	-0.6605	-24.7742	0.9124	12.2255	-11.6416	-0.7042	-0.4958	0.5220	247031.2500	26.1595	-78.0426	-108.4388	0.0326	0.3616	2.4098	0.3961	-0.4856	0.2881	247031.2500	3509012343.6490	3509012096.6177	23.9205	39.1311	-4.7243	10.7298	14.1743	0.1780	-0.1000	-0.7170	0.3453	247031.2500	-14.9324	5.2114	-12.0459	2.3650	5.2426	-8.2081	-0.7760	1.5966	0.5258	247031.2500	-6.2292	25.5487	-22.0724	-1.4271	8.3838	-4.2746	0.3952	-0.7663	-0.0691	0.0000	0.0000
247041.0156	-19.5325	4.3837	6.2404	-0.8086	11.6289	5.5698	-0.1200	-0.5825	-0.7722	247041.0156	-17.8598	39.1678	53.8420	4.2463	11.2155	1.5521	-0.0442	-0.8340	-0.4538	247041.0156	279.7090	-0.6605	-24.7742	-0.0998	16.1253	-13.8217	-0.7243	-0.5604	0.4846	247041.0156	26.1595	-78.0426	-108.4388	-3.8504	0.3616	1.0590	0.3725	-0.5165	0.2623	247041.0156	3509012343.6588	3509012096.6177	23.9205	39.1311	-4.7243	5.4095	20.2831	-3.2806	-0.1000	-0.7170	0.3453	247041.0156	-14.9324	5.2114	-12.0459	-1.0314	4.7661	-8.9267	-0.7760	1.5966	0.5258	247041.0156	-6.2292	25.5487	-22.0724	-2.1380	8.2363	-3.7288	0.3989	-0.7816	-0.0668	0.0000	0.0000
