Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
2350878.9062	3.2479	85.4078	98.1284	1.7157	7.6575	2.9521	-0.4800	-0.6000	-0.5965	2352470.7031	-28.8487	-65.0101	-54.5264	-3.3955	-0.7361	0.5332	0.3212	-0.7363	-0.5075	2352470.7031	-126.7100	18.1147	-97.7459	2.6253	-4.6304	-3.1156	-0.5614	-0.5646	0.4207	2351953.1250	46.1350	81.5550	100.3823	1.9604	5.0203	1.7263	0.6039	-0.4218	0.1030	2352470.7031	3509014449.0054	3509012096.5347	-9.5944	-28.7440	49.2454	0.4804	9.2970	2.3601	0.1102	-0.8574	0.2147	2352470.7031	2.9209	2.6205	6.4677	-1.0218	4.5542	-7.9674	-0.8460	1.6681	0.7981	2349794.9219	-5.6100	-2.1038	-4.2611	-0.3737	9.1670	-2.4161	0.3284	-0.7797	-0.1659	0.0000	0.0000
2350888.6719	10.8017	78.5511	84.9112	2.2750	7.8103	3.0954	-0.4495	-0.5961	-0.6269	2352480.4687	-28.8487	-65.0101	-54.5264	-3.3955	-1.4392	0.4686	0.2962	-0.7500	-0.4946	2352480.4687	-126.7100	18.1147	-97.7459	2.7032	-4.5443	-2.3489	-0.5614	-0.5646	0.4207	2351962.8906	46.1350	81.5550	100.3823	2.1926	4.9439	1.7248	0.6020	-0.4095	0.1171	2352480.4687	3509014449.0152	3509012096.5347	-9.5944	-28.7440	49.2454	0.1675	9.0693	2.9155	0.1306	-0.8660	0.2337	2352480.4687	2.9209	2.6205	6.4677	-1.1015	4.9376	-8.0531	-0.8460	1.6681	0.7981	2349804.6875	-5.6100	-2.1038	-4.2611	-0.5321	9.4736	-2.3414	0.3228	-0.7720	-0.1705	0.0000	0.0000
2350898.4375	10.8017	78.5511	84.9112	2.4314	8.1158	2.7899	-0.4381	-0.5961	-0.6009	2352490.2344	-15.4322	-31.3350	-117.5490	-4.0323	-2.0643	0.4025	0.2827	-0.7207	-0.5032	2352490.2344	-126.7100	18.1147	-97.7459	2.7810	-3.7632	-2.6648	-0.5634	-0.5396	0.4405	2351972.6562	46.1350	81.5550	100.3823	2.3396	5.0203	0.9505	0.6020	-0.4095	0.1171	2352490.2344	3509014449.0249	3509012096.5347	-2.6309	-44.1736	47.7433	0.7152	8.6820	3.0774	0.1306	-0.8660	0.2337	2352490.2344	2.9209	2.6205	6.4677	-0.9463	5.0867	-8.2980	-0.8640	1.6345	0.7840	2349814.4531	-5.6100	-2.1038	-4.2611	-0.9301	9.4736	-2.3414	0.3210	-0.7950	-0.1728	0.0000	0.0000
2350908.2031	10.8017	78.5511	84.9112	2.5073	8.4212	2.4101	-0.4286	-0.6155	-0.6356	2352500.0000	-15.4322	-31.3350	-117.5490	-4.5100	-2.8477	0.1036	0.2827	-0.7207	-0.5032	2352500.0000	-126.7100	18.1147	-97.7459	2.9367	-3.4426	-1.9781	-0.5755	-0.5229	0.4604	2351982.4219	47.2524	-6.0739	61.4258	2.0170	4.5621	-0.3541	0.6098	-0.4218	0.1101	2352500.0000	3509014449.0347	3509012096.5347	-2.6309	-44.1736	47.7433	1.0281	8.4488	3.0797	0.1286	-0.8702	0.2126	2352500.0000	6.2551	4.8035	-0.3709	-0.4752	5.6223	-8.4773	-0.8620	1.6681	0.8005	2349824.2187	-6.1817	3.3903	-5.1475	-0.4525	9.3971	-2.3406	0.3358	-0.7950	-0.1613	0.0000	0.0000
2350917.9687	-4.3642	90.8384	75.2486	3.1426	8.4976	2.1774	-0.4076	-0.6194	-0.6161	2352509.7656	-15.4322	-31.3350	-117.5490	-4.7488	-2.2180	0.6414	0.2500	-0.7617	-0.5118	2352509.7656	-158.5211	33.3304	-97.2300	1.7689	-3.0488	-1.8167	-0.6056	-0.5062	0.4736	2351992.1875	47.2524	-6.0739	61.4258	2.5557	3.5692	-0.6584	0.6039	-0.3930	0.1054	2352509.7656	3509014449.0445	3509012096.5347	-2.6309	-44.1736	47.7433	0.7934	8.2195	3.4771	0.1612	-0.8617	0.2021	2352509.7656	6.2551	4.8035	-0.3709	-1.1032	5.4733	-8.2230	-0.8620	2.1702	0.8005	2349833.9844	-6.1817	3.3903	-5.1475	-0.3714	9.5516	-2.1866	0.3154	-0.8218	-0.1728	0.0000	0.0000
2350927.7344	-4.3642	90.8384	75.2486	3.5380	9.1850	1.8657	-0.4057	-0.6291	-0.6443	2352519.5312	-15.4322	-31.3350	-117.5490	-4.7488	-2.2133	1.1131	0.2269	-0.7305	-0.4946	2352519.5312	-158.5211	33.3304	-97.2300	0.9903	-2.3360	-1.1246	-0.6056	-0.5062	0.4736	2352001.9531	47.2524	-6.0739	61.4258	3.2560	2.8819	-0.2725	0.5922	-0.3889	0.0867	2352519.5312	3509014449.0542	3509012096.5347	-6.7380	-38.1567	39.2876	0.8716	8.7551	2.6026	0.1612	-0.8617	0.2021	2352519.5312	6.2551	4.8035	-0.3709	-0.6319	5.3930	-8.3900	-0.8580	1.6324	0.7911	2349843.7500	-6.1817	3.3903	-5.1475	-0.3706	9.5524	-2.1089	0.3061	-0.8199	-0.1705	0.0000	0.0000
2350937.5000	-4.3642	90.8384	75.2486	3.8553	8.9558	1.7144	-0.3962	-0.6252	-0.6247	2352529.2969	23.4121	-21.0269	-166.2101	-5.0672	-2.2921	1.0360	0.2269	-0.7617	-0.5140	2352529.2969	-158.5211	33.3304	-97.2300	0.2895	-1.5455	-0.5108	-0.6217	-0.4604	0.4846	2352011.7187	51.8445	-54.1884	15.1785	2.2579	2.5000	0.5133	0.5922	-0.3889	0.0867	2352529.2969	3509014449.0640	3509012096.5347	-6.7380	-38.1567	39.2876	0.7152	8.9899	2.7582	0.1510	-0.8660	0.2253	2352529.2969	-2.7851	2.3027	0.8719	-0.5539	5.4683	-8.4727	-0.8360	1.6723	0.7723	2349853.5156	-6.1817	3.3903	-5.1475	-0.2918	9.5516	-2.1866	0.2987	-0.8238	-0.1728	0.0000	0.0000
2350947.2656	-9.8164	35.0629	67.7417	3.8515	8.6504	1.3415	-0.3867	-0.6291	-0.6334	2352539.0625	23.4121	-21.0269	-166.2101	-5.0672	-2.7658	0.4951	0.1885	-0.7617	-0.5140	2352539.0625	-171.9954	75.2997	-72.3940	0.3674	-0.0624	-1.2179	-0.6258	-0.4042	0.5066	2352021.4844	51.8445	-54.1884	15.1785	1.3362	3.1110	1.2113	0.6333	-0.3868	0.0820	2352539.0625	3509014449.0738	3509012096.5347	-6.7380	-38.1567	39.2876	0.7934	9.1415	2.3617	0.1796	-0.8553	0.2147	2352539.0625	-2.7851	2.3027	0.8719	-0.6319	5.0080	-8.3823	-0.8720	1.6218	0.7911	2349863.2812	-6.8043	9.3083	-6.5622	-0.2114	9.6288	-2.1097	0.3080	-0.8199	-0.1659	0.0000	0.0000
2350957.0312	-9.8164	35.0629	67.7417	3.3734	8.2685	1.3501	-0.3733	-0.6447	-0.6312	2352548.8281	23.4121	-21.0269	-166.2101	-4.1915	-2.6995	-0.6856	0.1731	-0.7578	-0.5183	2352548.8281	-171.9954	75.2997	-72.3940	1.2238	1.8965	-1.3998	-0.6258	-0.4042	0.5066	2352031.2500	51.8445	-54.1884	15.1785	2.2059	2.8819	3.0577	0.6137	-0.4136	0.0562	2352548.8281	3509014449.0835	3509012096.5347	-6.9541	-31.7507	26.8229	0.0110	9.3755	2.4383	0.1776	-0.8319	0.1979	2352548.8281	-2.7851	2.3027	0.8719	-0.5531	5.3160	-8.3900	-0.8720	1.6218	0.7911	2349873.0469	-6.8043	9.3083	-6.5622	-0.0537	9.6273	-2.2652	0.2913	-0.8161	-0.1567	0.0000	0.0000
2350966.7969	-9.8164	35.0629	67.7417	3.1351	8.4976	1.4254	-0.3752	-0.6563	-0.6464	2352558.5937	39.5435	46.5306	-194.4238	-4.1915	-2.6995	-0.6856	0.1365	-0.7559	-0.5097	2352558.5937	-171.9954	75.2997	-72.3940	1.3796	3.6265	-0.9576	-0.6922	-0.4271	0.5066	2352041.0156	50.1454	-63.5593	-20.9799	2.4357	2.8055	2.8245	0.6196	-0.3786	0.0445	2352558.5937	3509014449.0933	3509012096.5347	-6.9541	-31.7507	26.8229	-0.2237	9.4501	2.1215	0.1776	-0.8319	0.1979	2352558.5937	-3.7309	-2.2348	1.5017	-1.0251	5.0868	-8.2964	-0.8420	1.6555	0.7934	2349882.8125	-6.8043	9.3083	-6.5622	0.0251	9.4736	-2.3414	0.3154	-0.7969	-0.1544	0.0000	0.0000
2350976.5625	-9.8164	35.0629	67.7417	3.3749	8.7267	1.4959	-0.3390	-0.6466	-0.6269	2352568.3594	39.5435	46.5306	-194.4238	-4.5100	-2.3117	-0.9292	0.1365	-0.7559	-0.5097	2352568.3594	-183.1948	74.7481	-76.7881	0.6010	5.2096	0.4941	-0.6901	-0.3396	0.5220	2352050.7812	50.1454	-63.5593	-20.9799	0.3426	3.3401	2.4541	0.6196	-0.3786	0.0445	2352568.3594	3509014449.1031	3509012096.5347	-6.9541	-31.7507	26.8229	-0.7714	9.4525	2.3586	0.1939	-0.8277	0.2189	2352568.3594	-3.7309	-2.2348	1.5017	-0.8666	4.7804	-8.2138	-0.8400	1.6597	0.7840	2349892.5781	-6.3870	13.8641	-11.9888	-0.0553	9.3199	-2.4176	0.3043	-0.8103	-0.1613	0.0000	0.0000
2350986.3281	-2.6589	25.2030	53.1572	3.5342	9.4141	1.4874	-0.3390	-0.6660	-0.6508	2352578.1250	39.5435	46.5306	-194.4238	-3.7935	-1.4439	-0.0031	0.1115	-0.7695	-0.5312	2352578.1250	-183.1948	74.7481	-76.7881	-0.0998	6.9442	1.4057	-0.7223	-0.2917	0.5264	2352060.5469	50.1454	-63.5593	-20.9799	-0.4367	3.6456	1.9185	0.6118	-0.4198	0.0375	2352578.1250	3509014449.1128	3509012096.5347	-3.8387	-21.8323	16.8593	-1.3973	9.7643	2.4345	0.2082	-0.8277	0.2211	2352578.1250	-3.7309	-2.2348	1.5017	-1.2566	4.5575	-7.8036	-0.8560	1.6387	0.7864	2349902.3437	-6.3870	13.8641	-11.9888	0.1835	9.4728	-2.4192	0.3080	-0.8103	-0.1452	0.0000	0.0000
2350996.0937	-2.6589	25.2030	53.1572	3.6153	9.8723	1.6325	-0.3295	-0.6602	-0.6377	2352587.8906	43.7770	-7.4777	-182.7230	-3.2363	0.0426	0.3603	0.0827	-0.7871	-0.5376	2352587.8906	-183.1948	74.7481	-76.7881	-0.0219	9.6083	1.1478	-0.7223	-0.2917	0.5264	2352070.3125	4.2859	-49.6769	-34.0822	-2.3828	3.7220	0.7791	0.6255	-0.3807	0.0211	2352587.8906	3509014449.1226	3509012096.5347	-3.8387	-21.8323	16.8593	-0.9279	9.8484	3.0657	0.2082	-0.8277	0.2211	2352587.8906	-3.7309	-2.2348	1.5017	-1.1030	4.6265	-8.2060	-0.8560	1.6387	0.7864	2349912.1094	-6.3870	13.8641	-11.9888	0.1788	9.6211	-2.8872	0.2950	-0.8142	-0.1590	0.0000	0.0000
2351005.8594	-2.6589	25.2030	53.1572	3.6988	9.7196	2.0092	-0.3238	-0.6641	-0.6334	2352597.6562	43.7770	-7.4777	-182.7230	-4.1119	1.6782	0.0131	0.0462	-0.7383	-0.5290	2352597.6562	-124.1484	69.1918	-132.9457	0.0560	12.1940	0.8907	-0.7586	-0.2562	0.5264	2352080.0781	4.2859	-49.6769	-34.0822	-3.7030	4.7148	0.3192	0.6255	-0.3971	0.0117	2352597.6562	3509014449.1324	3509012096.5347	-3.8387	-21.8323	16.8593	-1.6320	9.8444	2.6707	0.2082	-0.8106	0.2126	2352597.6562	7.5597	1.2202	-5.6935	-1.2582	4.4004	-7.9596	-0.8460	1.6513	0.7911	2349921.8750	-10.7488	29.4536	-20.7248	0.1773	9.3137	-3.0397	0.3135	-0.8448	-0.1590	0.0000	0.0000
2351015.6250	-6.7234	15.8850	44.8302	3.3846	9.1850	2.4689	-0.3200	-0.6485	-0.6182	2352607.4219	43.7770	-7.4777	-182.7230	-5.5448	3.6416	1.2318	0.0462	-0.7383	-0.5290	2352607.4219	-124.1484	69.1918	-132.9457	-1.6569	14.4707	1.1156	-0.7928	-0.2500	0.5132	2352089.8437	4.2859	-49.6769	-34.0822	-5.2476	5.7840	0.6328	0.6196	-0.3971	0.0117	2352607.4219	3509014449.1473	3509012096.5399	-3.8387	-21.8323	16.8593	-0.7714	9.8539	3.6187	0.2020	-0.8191	0.2232	2352607.4219	7.5597	1.2202	-5.6935	-0.4767	5.3881	-8.6318	-0.8400	1.6366	0.7817	2349931.6406	-10.7488	29.4536	-20.7248	0.1758	8.7005	-3.1891	0.2709	-0.8333	-0.1498	0.0000	0.0000
2351025.3906	-6.7234	15.8850	44.8302	3.0643	9.2613	2.3209	-0.3238	-0.6544	-0.6312	2352617.1875	18.2252	-26.3570	-127.3280	-7.0572	5.1305	1.8311	0.0346	-0.7715	-0.5462	2352617.1875	-124.1484	69.1918	-132.9457	-3.2141	16.7467	1.2620	-0.7928	-0.2500	0.5132	2352099.6094	4.2859	-49.6769	-34.0822	-5.0078	6.1659	1.3986	0.6078	-0.4321	0.0234	2352617.1875	3509014449.1571	3509012096.5399	-1.9594	-26.2986	9.7539	0.2457	9.9285	3.3019	0.2061	-0.8213	0.2147	2352617.1875	7.5597	1.2202	-5.6935	-0.4766	4.7723	-8.6195	-0.8680	1.6639	0.7934	2349941.4062	-10.7488	29.4536	-20.7248	0.1735	8.0865	-3.4162	0.3043	-0.8065	-0.1452	0.0000	0.0000
2351035.1562	-6.7234	15.8850	44.8302	2.8282	9.6432	2.6203	-0.3048	-0.6485	-0.6377	2352626.9531	18.2252	-26.3570	-127.3280	-8.5697	6.4461	0.7040	0.0058	-0.7461	-0.5484	2352626.9531	-124.1484	69.1918	-132.9457	-4.7713	18.7021	0.7202	-0.8068	-0.1896	0.5308	2352109.3750	26.1442	-46.6019	-79.0986	-3.3039	6.8532	1.5290	0.6078	-0.4403	-0.0070	2352626.9531	3509014449.1668	3509012096.5399	-1.9594	-26.2986	9.7539	1.0281	10.1531	2.4306	0.2061	-0.8213	0.2147	2352626.9531	10.5874	-15.1579	-16.6499	-0.7886	4.9327	-8.2981	-0.8680	1.6639	0.7934	2349951.1719	-0.2798	53.4585	-14.2940	0.5778	7.7104	-2.7903	0.2672	-0.8123	-0.1336	0.0000	0.0000
2351044.9219	6.9374	-1.2814	46.3686	2.6718	9.7196	2.9219	-0.3105	-0.6602	-0.6269	2352636.7187	18.2252	-26.3570	-127.3280	-9.2861	7.1421	0.0611	-0.0308	-0.7695	-0.5355	2352636.7187	-52.4285	39.7533	-141.6660	-5.8613	19.1789	1.3410	-0.8531	-0.1771	0.5022	2352119.1406	26.1442	-46.6019	-79.0986	0.1782	6.7768	1.4950	0.6078	-0.4403	-0.0070	2352636.7187	3509014449.1766	3509012096.5399	-1.9594	-26.2986	9.7539	-0.2237	10.0761	2.5103	0.2245	-0.8085	0.2000	2352636.7187	10.5874	-15.1579	-16.6499	-0.7950	4.9200	-8.9345	-0.8520	1.6092	0.7911	2349960.9375	-0.2798	53.4585	-14.2940	1.2162	7.5591	-2.6333	0.3006	-0.7854	-0.1313	0.0000	0.0000
2351054.6875	6.9374	-1.2814	46.3686	2.2688	10.0251	2.4717	-0.3105	-0.6835	-0.6334	2352646.4844	18.2252	-26.3570	-127.3280	-8.0920	6.6762	0.3063	-0.0308	-0.7695	-0.5355	2352646.4844	-52.4285	39.7533	-141.6660	-7.0292	19.4904	1.1191	-0.8833	-0.1250	0.5000	2352128.9062	26.1442	-46.6019	-79.0986	1.8141	5.4021	2.5732	0.5902	-0.4280	-0.0211	2352646.4844	3509014449.1864	3509012096.5399	-1.0058	-35.0350	-3.0613	-0.2237	10.9291	2.2648	0.2143	-0.8213	0.2147	2352646.4844	10.5874	-15.1579	-16.6499	-0.4790	4.9984	-8.8628	-0.8280	1.6639	0.7793	2349970.7031	-0.2798	53.4585	-14.2940	1.2169	8.0951	-2.5609	0.2950	-0.7835	-0.1406	0.0000	0.0000
2351064.4531	6.9374	-1.2814	46.3686	1.7936	10.4833	2.7726	-0.3029	-0.6854	-0.6421	2352656.2500	1.3863	-20.6616	-57.7384	-6.8184	5.6642	0.5624	-0.0192	-0.7559	-0.5548	2352656.2500	-52.4285	39.7533	-141.6660	-6.4842	18.0049	1.5895	-0.8833	-0.1250	0.5000	2352138.6719	58.7938	-52.2767	-113.0539	-7.1847	6.6241	8.1323	0.5765	-0.4691	-0.0234	2352656.2500	3509014449.1961	3509012096.5399	-1.0058	-35.0350	-3.0613	-0.1455	11.1734	3.3685	0.2143	-0.8213	0.2147	2352656.2500	17.8292	-16.1633	-13.5513	-0.4792	5.7683	-8.8782	-0.8700	1.6071	0.7981	2349980.4687	-0.2798	53.4585	-14.2940	1.2965	8.4009	-2.5640	0.3117	-0.8103	-0.1382	0.0000	0.0000
2351074.2187	20.9230	-21.1666	49.3411	1.2357	11.2470	2.7706	-0.3048	-0.6816	-0.6464	2352666.0156	1.3863	-20.6616	-57.7384	-7.0572	4.8082	0.8154	-0.0308	-0.7461	-0.5484	2352666.0156	27.1128	57.1364	-22.2176	5.4282	21.4128	-2.7126	-0.8913	-0.1292	0.4978	2352148.4375	58.7938	-52.2767	-113.0539	-14.1204	14.1086	11.0604	0.5667	-0.4938	-0.0632	2352666.0156	3509014449.2059	3509012096.5399	-1.0058	-35.0350	-3.0613	1.4193	11.4781	2.7334	0.2082	-0.8404	0.2211	2352666.0156	17.8292	-16.1633	-13.5513	-0.3987	5.5405	-8.7160	-0.8700	1.6071	0.7981	2349990.2344	-10.5867	41.4106	10.6978	1.3799	9.5516	-2.1866	0.2913	-0.7893	-0.1290	0.0000	0.0000
2351083.9844	20.9230	-21.1666	49.3411	1.1544	11.7053	2.6164	-0.3029	-0.6951	-0.6334	2352675.7812	1.3863	-20.6616	-57.7384	-6.8980	4.5953	2.9425	-0.0558	-0.7676	-0.5376	2352675.7812	27.1128	57.1364	-22.2176	-6.6399	35.9007	10.7854	-0.8974	-0.1479	0.5044	2352158.2031	58.7938	-52.2767	-113.0539	-8.4473	18.1563	13.4337	0.5667	-0.4938	-0.0632	2352675.7812	3509014449.2157	3509012096.5399	-1.7270	-17.8033	-18.8026	2.2017	11.4765	2.5754	0.2061	-0.8319	0.1916	2352675.7812	17.8292	-16.1633	-13.5513	-0.2436	5.9206	-8.9655	-0.8300	1.6324	0.7887	2350000.0000	-10.5867	41.4106	10.6978	1.0598	10.9263	-2.3559	0.3173	-0.7874	-0.1290	0.0000	0.0000
2351093.7500	20.9230	-21.1666	49.3411	1.2348	12.0107	2.6878	-0.2914	-0.6854	-0.6551	2352685.5469	42.4474	-91.3169	-6.1129	-4.4303	7.6960	8.6200	-0.0558	-0.7676	-0.5376	2352685.5469	27.1128	57.1364	-22.2176	2.4696	39.8190	-20.9223	-0.8974	-0.1479	0.5044	2352167.9687	55.2426	-156.6449	-85.3480	-4.7434	13.6504	12.3609	0.5667	-0.4959	-0.1148	2352685.5469	3509014449.2254	3509012096.5399	-1.7270	-17.8033	-18.8026	0.2457	11.0163	3.2121	0.1898	-0.8149	0.2105	2352685.5469	17.8292	-16.1633	-13.5513	-0.8707	5.3883	-8.6239	-0.8340	1.6450	0.7887	2350009.7656	-10.5867	41.4106	10.6978	0.6593	12.6824	-2.6068	0.3024	-0.7816	-0.1221	0.0000	0.0000
2351103.5156	20.9230	-21.1666	49.3411	1.8738	12.8508	2.8234	-0.2933	-0.6893	-0.6334	2352695.3125	42.4474	-91.3169	-6.1129	-7.7736	16.9835	8.5915	-0.0442	-0.7324	-0.5720	2352695.3125	-108.3123	-122.6969	62.4683	3.5596	19.4671	-9.0514	-0.8853	-0.1917	0.5264	2352177.7344	55.2426	-156.6449	-85.3480	-10.2430	17.6981	4.1148	0.5549	-0.5041	-0.1171	2352695.3125	3509014449.2352	3509012096.5399	-1.7270	-17.8033	-18.8026	-0.6932	12.4128	2.8820	0.1898	-0.8149	0.2105	2352695.3125	29.6435	-13.3775	-1.1612	-0.7928	5.6946	-8.7112	-0.8380	1.5987	0.7887	2350019.5312	4.6545	26.2752	4.5418	1.3772	12.9898	-2.4543	0.3024	-0.8142	-0.1198	0.0000	0.0000
2351113.2812	6.6457	10.2588	33.7174	2.4271	13.8437	2.3567	-0.2876	-0.6913	-0.6421	2352705.0781	42.4474	-91.3169	-6.1129	-11.0373	30.7893	-0.0974	-0.0654	-0.7168	-0.5763	2352705.0781	-108.3123	-122.6969	62.4683	-10.0657	-34.6736	-27.0436	-0.8330	-0.1812	0.5661	2352187.5000	55.2426	-156.6449	-85.3480	-9.9314	14.3377	-3.4204	0.5431	-0.5226	-0.1405	2352705.0781	3509014449.2450	3509012096.5399	-9.8060	-16.4845	-38.9610	-1.6320	13.4998	2.7132	0.1939	-0.8489	0.2126	2352705.0781	29.6435	-13.3775	-1.1612	-0.5564	5.6175	-8.7144	-0.8380	1.5987	0.7887	2350029.2969	4.6545	26.2752	4.5418	2.1773	11.4646	-2.0502	0.2931	-0.8142	-0.1267	0.0000	0.0000
2351123.0469	6.6457	10.2588	33.7174	2.6577	14.9893	1.5157	-0.2838	-0.6854	-0.6356	2352714.8437	-98.1678	119.8979	93.1957	-3.5547	29.0073	-6.5875	-0.0654	-0.7168	-0.5763	2352714.8437	-108.3123	-122.6969	62.4683	-10.6107	-3.0713	-11.9112	-0.8249	-0.1875	0.5661	2352197.2656	-18.4601	-22.0991	-72.4691	-1.7912	7.8461	-1.9701	0.5431	-0.5226	-0.1405	2352714.8437	3509014449.2547	3509012096.5399	-9.8060	-16.4845	-38.9610	-2.4927	14.5067	2.3080	0.1837	-0.8532	0.2000	2352714.8437	29.6435	-13.3775	-1.1612	-0.4853	4.5238	-9.4900	-0.8180	1.6345	0.8005	2350039.0625	4.6545	26.2752	4.5418	2.3366	9.9354	-2.0350	0.3228	-0.7816	-0.1152	0.0000	0.0000
2351132.8125	6.6457	10.2588	33.7174	3.1253	16.1348	0.4466	-0.2876	-0.6913	-0.6529	2352724.6094	-98.1678	119.8979	93.1957	11.0124	18.0528	-9.3561	-0.0346	-0.7715	-0.5505	2352724.6094	-108.3123	-122.6969	62.4683	6.4404	15.1412	-10.2662	-0.8249	-0.1875	0.5661	2352207.0312	-18.4601	-22.0991	-72.4691	3.5427	5.7840	5.1769	0.5294	-0.5329	-0.1335	2352724.6094	3509014449.2645	3509012096.5399	-9.8060	-16.4845	-38.9610	-3.5098	15.7516	2.3746	0.1837	-0.8532	0.2000	2352724.6094	74.3703	-37.5605	7.6561	-0.0898	5.2967	-9.3541	-0.8200	1.5987	0.7911	2350048.8281	-2.8989	32.5110	-19.1294	2.0182	9.7061	-2.0327	0.3043	-0.8084	-0.1244	0.0000	0.0000
2351142.5781	-38.1060	-14.6849	-24.1106	4.7123	16.8222	-0.2529	-0.2762	-0.7049	-0.6226	2352734.3750	-98.1678	119.8979	93.1957	6.3159	2.6950	0.2287	-0.0077	-0.7461	-0.5419	2352734.3750	65.0867	224.7390	45.6896	12.2798	11.9306	-1.9180	-0.8692	-0.2542	0.5308	2352216.7969	-18.4601	-22.0991	-72.4691	-2.2493	6.3186	6.3875	0.5118	-0.5494	-0.1405	2352734.3750	3509014449.2742	3509012096.5399	-25.9768	-10.5610	-66.8233	-4.2922	16.5283	2.2878	0.1694	-0.8468	0.2042	2352734.3750	74.3703	-37.5605	7.6561	0.0637	5.5966	-9.7612	-0.8160	1.5861	0.7981	2350058.5937	-2.8989	32.5110	-19.1294	2.0182	9.9354	-2.0350	0.3135	-0.8314	-0.1106	0.0000	0.0000
